,Song Title,English Lyrics
1415,Keep On Singing,"['Lyrics', 'KEEP ON SINGING', 'Helen Reddy', ""(Keep on singing don't stop singing)"", ""(You're gonna be a star some day)"", ""(You're gonna make a lot of people happy)"", '(When they come to hear you play)', ""I don't remember mama"", 'She died when I was born', 'We lived in a one room shanty', 'But daddy tried to make it a home', 'When I was only six years old', 'I started singing in the streets', 'People would throw me pennies', 'So I could daddy make ends meet', 'They said', 'CHORUS:', 'Keep on singing', ""Don't stop singing"", ""You're gonna be a star someday"", ""You're gonna make a lot of people happy"", 'When they come to hear you play', 'They said keep on singin', 'Keep the bells a ringin', 'Spread the music from town to town', ""There's not enough song in this old world"", 'So spread your song around', 'By the time I was 10 years old', 'I had a rock n roll band', ""Daddy's eyes were growing dim"", ""But I didn't understand"", 'He said he would be so proud of me', ""Each time he'd hear us play"", ""At night he'd pull me to his side"", 'And daddy would always say', 'CHORUS', ""He didn't have much money"", ""But things didn't seem so bad"", 'I felt just like the queen of the world', 'When I was with my dad', 'Then one rainy April night', 'Daddy called me to his side', 'He held me with his tremblin hands', 'Right before he died', 'CHORUS', 'CHORUS', 'CHORUS', 'FADE']"
1416,Ain't No Way to Treat a Lady,"['Lyrics', 'I guess it was yourself you were involved with', ""I would've sworn it was me"", ""I might've found out sooner"", ""If you'd only let me close enough to see"", ""That ain't no way to treat a lady"", 'No way to treat your baby, your woman, your friend', ""That ain't no way to treat a lady, no way"", ""But maybe it's a way for us to end."", ""I was only bein' a picture"", 'With all the colors I know', ""While you were busy lookin' into"", ""Wide blue mirrors and lovin' the show"", '(Chorus)', ""There's a funny kind of consolation"", ""Keepin' me sane"", ""And I'd really like to share it"", 'Crawl on deep in my brain', 'And see the times you never felt me', ""Lovin' you, or needin' you"", ""So leavin' you now"", ""You still won't know how"", 'To feel the pain', ""I was lookin' out for my happiness"", ""While you were lookin' within"", 'And before you knew your own reflection', 'Always starts to tire you', 'It had happened again', '(Chorus)']"
1417,Emotion,"['Lyrics', 'Lonely, well out of desperate come', ""And I'm hanging at the end of a line"", ""Losing hope when the phone doesn't ring"", ""It's a feeling I choose over feeling alone"", 'Then you stumble in', 'And I am tumblin back where it begins', 'Cause you can spread my wings', ""I'm saving the powers and dreams"", 'To plot a million strings with emotion', 'And you can fill my nights', 'Oh, and blow out all my lights', 'Till I see nothing but my emotions', 'My emotions', ""I'm running out of ways makin you care"", ""As hard as I try you know it just isn't there"", ""For all I give I'm only getting old"", ""When I think I'm finally back in control"", 'Then you stumble in', 'And I am tumblin back where it begins', 'Cause you can spread my wings', ""I'm saving the powers and dreams"", 'To plot a million strings with emotion', 'And you can fill my nights', 'Oh, and blow out all my lights', 'Till I see nothing but my emotions', 'My emotions', 'And you can spread my wings', ""I'm saving the powers and dreams"", 'To plot a million strings with emotion', 'And you can fill my nights']"
1418,Bluebird,"['Lyrics', ""Yeah I'm lost in the night"", 'The icy wind is howling out your name', 'Desolation lingers like a fog', 'The fire is growing dimmer in the wind', ""I'm out in the rain"", 'The moon has gone behind the cloud again', ""And I can't stand to live another day"", 'Cause my bluebird went away', ""And I'm locked in this room with my sorrow"", 'No escape no way to get away', 'And my only connection with tomorrow', 'Is hoping that you might decide to not stay away', ""Oh, I'm out on a limb"", 'If I could only find sweet love again', ""And I can't stand to live another day"", ""Can't find my bluebird anywhere anywhere anywhere"", ""Oh I'm lost in the night"", 'The icy wind is howling out your name', ""And I can't stand to live another day"", 'Bluebird why did you go away', 'Bluebird why did you go away', 'Oh, little bluebird, why did you go away', ""Won't you tell me""]"
1419,Crazy Love,"['Lyrics', 'I can hear his heart beat', 'For a thousand miles', 'And the heavens open', 'Every time he smiles', 'And when I come to him', ""That's where I belong"", ""Yet I'm running to him"", ""Like a river's song"", '(CHORUS)', 'He give me love, love', 'Love, love, crazy love', 'He give me love, love', 'Love, love, crazy love', ""He's got a fine sense of humor"", ""When I'm feeling low down"", 'And when I come to him', 'When the sun goes down', 'Take away my trouble', 'Take away my grief', 'Take away my heartache', 'In the night like a thief', '(CHORUS)', 'Yes, I need him in the daytime', 'Yes, I need him in the night', 'Yes, I want to throw my arms around him', 'Kiss him, hug him, kiss him, hug him tight', ""And when I'm returning"", 'From so far away', 'He gives me some sweet loving', 'Brighten up my day', 'Yes, it makes me righteous', 'Yes, it makes me feel whole', 'Yes, it makes me mellow', 'Down in to my soul', '(CHORUS)']"
1420,I Don't Know How to Love Him,"['Lyrics', 'I don´t know how to love him', 'What to do how to move him', 'I´ve been changed, yes really changed', 'In these past few days when I´ve seen myself', 'I seem like someone else', 'I don´t know how to take this', 'I don´t see why he moves me', 'He´s a man..He´s just a man', 'And I´ve had so many men before in very many ways', 'Should I bring him down? Should I scream and shout? Should I speak of love? Let my feelings out?', 'I never thought I´d come to this', 'What´s it all about?', 'Don´t you think it´s rather funny?', 'I should be in this position', 'I´m the one who´s always been', 'So calm so cool, no lover´s fool', 'Running every show', 'He scares me so', 'I never thought I´d come to this', 'What´s it all about? What´s it all about?', 'If you say he´d love me', 'I´d be lost I´d be frightened', 'I couldn´t cope, just couldn´t cope', 'I´ve turned my head half back away', 'I wouldnt want to know', 'He scares me so', 'I want him so', 'I love him so..']"
1421,You're My World,"['Lyrics', ""You're my world"", ""You're every breath I take"", ""You're my world"", ""You're every move I make"", 'Other eyes see the stars up in the sky', 'But for me they shine within your eyes', 'As the trees reach for the sun above', 'So my arms reach out to you for love', 'With your hand resting in mine', 'I feel a power so divine', ""You're my world"", 'You are my night and day', ""You're my world"", ""You're every prayer I pray"", 'If our love ceases to be', 'That is the end of my world for me', 'With your hand resting in mine', 'I feel a power so divine', ""You're my world"", 'You are my night and day', ""You're my world"", ""You're every prayer I pray"", 'If our love ceases to be', 'That is the end of my world', 'End of my world', 'End of my world', 'End of my world for me']"
1422,That's What Friends Are For,"['Lyrics', ""And I never thought I'd feel this way,"", ""And as far as I'm concerned,"", ""I'm glad I got a chance to say,"", 'That I do believe I love you!', 'And if I should ever go away,', 'Well then close your eyes and try,', 'To feel the way we do today!', 'And then if you can remember', 'Keep smiling!', 'Keep shining!', 'Knowing you can always count on me,', 'For sure!', ""And that's what friends are for!"", 'For good times!', 'And bad times!', ""I'll be on your side forever more!"", ""That's what friends are for!"", ""Oh and then for the times when we're apart,"", 'Well then close your eyes and know,', ""These words are comin' from my heart!"", 'And then if you can remember', 'Keep smiling!', 'Keep shining!', 'Knowing you can always count on me,', 'For sure!', ""And that's what friends are for!"", 'In good times!', 'And bad times!', ""I'll be on your side forever more!"", ""That's what friends are for!""]"
1423,Candle on the Water,"['Lyrics', ""I'll be your candle on the water"", 'My love for you will always burn', 'I know your lost and drifting,', 'But the clouds are lifting', ""Don't give up you have somewhere to turn. I'll be your candle on the water"", 'Till every wave is warm and bright', 'My soul is there beside you,', 'Let this candle guide you', ""Soon you'll see a golden stream of light"", 'A cold and friendless tide has found you', ""Don't let the stormy darkness pull you down"", ""I'll paint a ray of hope around you"", 'Circling in the air, lighted by a prayer', ""I'll be your candle on the water"", 'This flame inside of me will grow', ""Keep holding on, you'll make it"", ""Here's my hand so take it Look for me reaching out to show"", 'As sure as rivers flow,', ""I'll never let you go"", ""I'll never let you go"", ""I'll never let you go""]"
1424,Torn,"['Lyrics', 'I thought I saw a man brought to life', 'he was warm he came around like he was dignified', 'he showed me what it was to cry', ""Well you couldn't be that man I adored"", ""you don't seem to know or seem to care"", 'what your heart is for', ""But I don't know him anymore"", ""There's nothing where he used to lie"", 'our conversation has run dry', ""that's what's goin' on"", ""nothing's fine, I'm torn"", ""I'm all out of faith"", 'This is how I feel', ""I'm cold and I am shamed"", 'Lying naked on the floor', 'Illusion never changed', 'Into something real', ""I'm wide awake and I can see"", 'The perfect sky is torn', ""You're a little late, I'm already torn"", ""So I guess the fortune teller's right"", 'Should have seen just what was there', 'And not some holy light', 'But you crawled beneath my veins and now', ""I don't care, I had no luck"", ""I don't miss it all that much"", ""There's just so many things"", ""That I can touch, I'm torn"", ""I'm all out of faith"", 'This is how I feel', ""I'm cold and I am shamed"", 'Lying naked on the floor', 'Illusion never changed', 'Into something real', ""I'm wide awake and I can see"", 'The perfect sky is torn', ""You're a little late, I'm already torn"", 'torn', ""There's nothing where he used to lie"", 'My inspiration has run dry', ""That's what's going on"", ""Nothing's right, I'm torn"", ""I'm all out of faith"", 'This is how I feel', ""I'm cold and I am shamed"", 'Lying naked on the floor', 'Illusion never changed', 'Into something real', ""I'm wide awake and I can see"", 'The perfect sky is torn', ""I'm all out of faith"", 'This is how I feel', ""I'm cold and I am ashamed"", 'Bound and broken on the floor', ""You're a little late, I'm already torn"", 'Torn', 'Oh!']"
